label,Bal.Acc_mean,Bal.Acc_std,MCC_mean,MCC_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,PR_AUC_std,Precision_mean,Precision_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std
meaty,0.7886490230235197,0.061535181890909466,0.47965677387533595,0.04793966841304349,0.5030818845313754,0.03499084671114606,0.937994356060077,0.008610864539735303,0.47330100199572733,0.0661653815901807,0.427354931595089,0.03181139197283083,0.6326043375250593,0.13935084282790652,0.9446937085219801,0.017679645950155604
medicinal,0.6915363246221996,0.04733355573911813,0.37223256873189187,0.06871791275140351,0.3748344741332118,0.07117164383114248,0.8893243364314062,0.019918822738985924,0.2530052021132973,0.052858779088548795,0.3824646464646465,0.1009653840413378,0.3930295195001077,0.097744412101903,0.9900431297442914,0.0055340348009404955
melon,0.6592469992304216,0.05000504594418213,0.2514805584443113,0.0741074633301601,0.2656818224220601,0.07437591624658103,0.8528836279908851,0.038306253349280416,0.21372079029475627,0.057850472173481965,0.2219964349376114,0.06840303552185119,0.3547412008281573,0.10659981304043278,0.9637527976326858,0.018157149359652913
metallic,0.5584330329628973,0.03361986581429104,0.09394153102787518,0.06537545001936916,0.12160432174408146,0.06242943154003933,0.7002950938544155,0.08272321171689434,0.08644238524683098,0.03348810951672819,0.1008413189837338,0.06091959939263591,0.1636548636548636,0.05960444187160408,0.9532112022709308,0.020266133196961564
milky,0.6103425847300429,0.07377432687529618,0.21174817529229237,0.11214172351316833,0.21852205203269032,0.1150351060464776,0.8059982329703275,0.05263819733683831,0.200828323911849,0.07920211368066253,0.22916666666666666,0.0868027777333319,0.23441176470588232,0.15209608145208603,0.9862734047542034,0.007454790341561903
mint,0.691698811522212,0.048070476438751286,0.36385766778254686,0.0335445822594999,0.38556175380285956,0.03975247954584704,0.8609884004232621,0.01205143904615373,0.34207251168291375,0.022405174349156058,0.38619787045252885,0.07493540919101711,0.4179088759939823,0.11041157382711043,0.9654887470504419,0.015920639441103567
muguet,0.6804602053585804,0.07359350258889807,0.26558323813093015,0.11320512913442399,0.25897097750047265,0.10986894879533018,0.883359336068273,0.0372472405173623,0.21778712390482843,0.14110138336325456,0.2152580752580752,0.1316832825681357,0.381096256684492,0.14655808038343376,0.9798241540326689,0.01047655942727955
mushroom,0.5868133302970984,0.047774811497857304,0.13560251577798194,0.06765611499985699,0.1433424429976154,0.06668853608416493,0.828091313404778,0.0320725035180055,0.139230931957784,0.04720048119947204,0.14114919963757172,0.09344588020174227,0.21456671982987768,0.12031596378078539,0.9590599407643191,0.03901558348875623
musk,0.7728724814473521,0.04282197654289151,0.4942101678779355,0.04848309183486469,0.4940199225601482,0.06276230655443622,0.9044263471274601,0.03427554643353905,0.4886237990686325,0.08627511670505977,0.47367216117216115,0.12714971453663476,0.5610526315789474,0.09556291889715408,0.9846923313157567,0.011713854343887307
musty,0.6068903156555435,0.0361575416161115,0.16687330855201823,0.04415768749988794,0.20142740444286833,0.040323865136261634,0.7444143147200069,0.029912578947793,0.16436803540306838,0.04441400324626601,0.16312968859740412,0.030404125120344686,0.2732647584973166,0.0866642265352394,0.9405158728137704,0.020302514550250905
natural,0.6023704015056505,0.10722825538031072,0.07204020463365544,0.08578324892405244,0.05899488480133638,0.060597301505880496,0.778308380549798,0.019741379764358545,0.05205492764928991,0.01866508646451547,0.03317197509827024,0.03440845805553796,0.2759358288770053,0.2600492477506589,0.9288049741342956,0.059011782374792876
nutty,0.6937221581518713,0.021604880687002025,0.3912888658503641,0.07370790239782939,0.43379670547747473,0.06378497451357473,0.8398669438540125,0.027804206312090737,0.4365602922183675,0.09096949687662226,0.44419207578458797,0.11435617330253138,0.4341557532328474,0.037393460150318615,0.9532885630708952,0.019601034232981138
